"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","GPU Speed Of Light Throughput","DRAM Frequency","Ghz","1.59",
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","GPU Speed Of Light Throughput","SM Frequency","Ghz","1.14",
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","98647",
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","GPU Speed Of Light Throughput","Memory Throughput","%","15.57",
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","GPU Speed Of Light Throughput","DRAM Throughput","%","15.57",
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","GPU Speed Of Light Throughput","Duration","us","86.72",
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","4.08",
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","GPU Speed Of Light Throughput","L2 Cache Throughput","%","17.02",
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","GPU Speed Of Light Throughput","SM Active Cycles","cycle","91239.96",
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","44.82",
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","SpeedOfLight","","","","SOLBottleneck","OPT","This workload exhibits low compute throughput and memory bandwidth utilization relative to the peak performance of this device. Achieved compute throughput and/or memory bandwidth below 60.0% of peak typically indicate latency issues. Look at Scheduler Statistics and Warp State Statistics for potential reasons.","",""
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","SpeedOfLight_RooflineChart","","","","SOLFPRoofline","INF","The ratio of peak float (FP32) to double (FP64) performance on this device is 2:1. The workload achieved 5% of this device's FP32 peak performance and 0% of its FP64 peak performance. See the Profiling Guide (https://docs.nvidia.com/nsight-compute/ProfilingGuide/index.html#roofline) for more details on roofline analysis.","",""
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","PM Sampling","Maximum Buffer Size","Kbyte","458.75",
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","PM Sampling","Maximum Sampling Interval","cycle","20000",
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","PM Sampling","# Pass Groups","","4",
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","PmSampling","","","","PMSamplingData","WRN","Sampling interval is larger than 10% of the workload duration, which likely results in very few collected samples.","",""
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","Compute Workload Analysis","Executed Ipc Active","inst/cycle","1.93",
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","Compute Workload Analysis","Executed Ipc Elapsed","inst/cycle","1.78",
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","Compute Workload Analysis","Issue Slots Busy","%","44.82",
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","Compute Workload Analysis","Issued Ipc Active","inst/cycle","1.94",
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","Compute Workload Analysis","SM Busy","%","44.82",
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","ComputeWorkloadAnalysis","","","","HighPipeUtilization","INF","FMA is the highest-utilized pipeline (37.8%) based on elapsed cycles in the workload, taking into account the rates of its different instructions. It executes 32-bit floating point (FADD, FMUL, FMAD, ...) and integer (IMUL, IMAD) operations. It is well-utilized, but should not be a bottleneck.","",""
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","Memory Workload Analysis","Local Memory Spilling Requests","","0",
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","Memory Workload Analysis","Local Memory Spilling Request Overhead","%","0",
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","Memory Workload Analysis","Memory Throughput","Gbyte/s","317.29",
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","Memory Workload Analysis","Mem Busy","%","9.08",
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","Memory Workload Analysis","Max Bandwidth","%","15.57",
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","Memory Workload Analysis","L1/TEX Hit Rate","%","37.50",
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","Memory Workload Analysis","L2 Persisting Size","Mbyte","7.86",
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","Memory Workload Analysis","L2 Compression Success Rate","%","0",
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","Memory Workload Analysis","L2 Compression Ratio","","0",
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","Memory Workload Analysis","L2 Compression Input Sectors","sector","0",
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","Memory Workload Analysis","L2 Hit Rate","%","25.57",
"0","625615","julia","127.0.0.1","set_microphysics_tendency_cache__FILE_ClimaAtmos_jl_mod_src_cache_microphysics_cache_jl_L920","1","13","(640, 1, 1)","(324, 1, 1)","0","8.0","Memory Workload Analysis","Mem Pipes Busy","%","3.70",
